Text Content,Document,Codes,Start position,End position
-         What about duplicate file names in different folders?,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",73962,74025
**A:** Tab includes partial path.,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74026,74059
-         What about the duplicate close button of a tab and a panel?,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74078,74147
**A:** Panel doesn't have a close button.,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74148,74189
-         Will closing the panel close the tab?,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74208,74255
Try tabs in Atom.,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74190,74207
-         Will a tab appear as soon as you open a file like in Atom (urgh) or only when you edit like with working files?,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74286,74407
**A:** Only if you enable the option to do so (usePreviewTabs = false in Atom turns this off).,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74408,74502
Otherwise double-click opens them in a tab.,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74503,74546
Try tabs in Atom.,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",74547,74564
It says volumes about your character when you bring up something as piddly as a profile picture in a response to a valid answer to your concerns.,issue224_allCommentsText.doc,224_non-argumentative,74855,75000
@felixfbecker Because this product carries the Visual Studio moniker,issue224_allCommentsText.doc,"224_ground 22, 224_support 22",74683,74751
"@jayrosen1576 This doesn't actually solve the full problem, since as I've said before (and brought up again in literally the comment immediately preceding yours), it's not just the visual appearance of tabs that's different - it's the behavior.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 1, 224_warrant 6, 224_support 1",75366,75610
"As I said in my first comment here, you can get ""tabs in the sidebar"" instead in Sublime Text too, but it's still not the same as working files.  (IMO it's better.)",issue224_allCommentsText.doc,"224_against 6, 224_warrant 1, 224_warrant 6, 224_support 1",75612,75776
@kfranqueiro I totally agree.,issue224_allCommentsText.doc,224_non-argumentative,75893,75922
I was just being snarky.,issue224_allCommentsText.doc,224_non-argumentative,75923,75947
This tab thing is a really silly argument.,issue224_allCommentsText.doc,224_non-argumentative,75948,75990
If VSCode simply had the tab capability of Atom's tabs with the option to hide them (even by default) it would be perfect.,issue224_allCommentsText.doc,"224_claim 5, 224_claim 21, 224_support 5, 224_support 21",75991,76113
I think we are all asking for the same thing.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",76114,76159
I just can't understand why both cannot be included with an option to turn either off.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",76160,76246
"Honestly, discussing if tabs are a good choice for a text editor is just stupid.",issue224_allCommentsText.doc,224_non-argumentative,76356,76436
This is not a new concept.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",76437,76463
Just implement and leave them optional.,issue224_allCommentsText.doc,"224_claim 5, 224_support 5",76464,76503
@nvivo Couldn't have put it myself.,issue224_allCommentsText.doc,224_non-argumentative,76807,76842
This whole discussion just seems dumb.,issue224_allCommentsText.doc,224_non-argumentative,76843,76881
@nvivo Have you tried this extension?,issue224_allCommentsText.doc,224_non-argumentative,77038,77075
[https://marketplace.visualstudio.com/items?itemName=wmaurer.change-case](https://marketplace.visualstudio.com/items?itemName=wmaurer.change-case),issue224_allCommentsText.doc,224_non-argumentative,77155,77301
"If you don't like this discussion folks, just move on.",issue224_allCommentsText.doc,224_non-argumentative,77411,77465
Reading this thread is completely optional!,issue224_allCommentsText.doc,224_non-argumentative,77466,77509
"Of course reading it is optional, but it's very existence seems to support the idea that adding tabs in to VS Code is optional and that we should be debating it.",issue224_allCommentsText.doc,224_non-argumentative,77626,77787
A simple poll with the following question.,issue224_allCommentsText.doc,224_non-argumentative,77788,77830
"Having said that, we're talking about the same company which still hasn't put extensions into their browser.",issue224_allCommentsText.doc,224_non-argumentative,78225,78333
"In all seriousness, the only conversation should now be about the best way to implement tabs.",issue224_allCommentsText.doc,224_non-argumentative,78369,78462
There is no longer a question mark over whether people want the feature so let's move the conversation on to something more constructive.,issue224_allCommentsText.doc,224_non-argumentative,78463,78600
Will you continue to use VS Code if tabs aren't added soon? Yes/No,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",77833,77899
Would show that Microsoft would lose a massive proportion of it's potential userbase if they don't add it.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",77902,78008
"Which means that from a commercial point of view, even if they have no need for the feature themselves, it would be commercial suicide for them not to do it.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",78009,78166
"Ergo, this conversation is distracting and unnecessary.",issue224_allCommentsText.doc,224_non-argumentative,78167,78222
Browser extensions?,issue224_allCommentsText.doc,224_non-argumentative,78712,78731
Activ... NVM.,issue224_allCommentsText.doc,224_non-argumentative,78732,78745
Honesty i see no reason for tabs.,issue224_allCommentsText.doc,"224_claim 1, 224_against 1",78855,78888
The love for tabs is just too damn up.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",78889,78927
"In terms of getting actual work done shortcuts do everything needed , with search by regex, more metadata and a far better steam lined work process.",issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",78928,79076
"They provide a basic esoteric need for, i dont know, something familiar.",issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",79077,79149
"I get the feels like this is just a push to see if ms will serve the community, to see if they really are changing.",issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",79150,79265
Although not as pointless as the whole uppercase text in vs issue.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",79266,79332
In terms of what was said earlier.,issue224_allCommentsText.doc,224_non-argumentative,79335,79369
"Personally i think it does , like for instance creating the ability for extensibility on the text editor window, so that extensions can be made for anyone wanting tabs.",issue224_allCommentsText.doc,"224_claim 10, 224_claim 13, 224_support 10, 224_support 13",79433,79601
"I am pretty sure the whole idea of vscode is to keep it as minimal and lightweight as possible, with the end user either adding extensions or extending it.",issue224_allCommentsText.doc,"224_warrant 10, 224_warrant 13, 224_support 10, 224_support 13",79602,79757
"@4tron, of course there is conspiracy of the evil community to test microsoft here! Isn't there always one?",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",79867,79974
"If tabs made any sense,  we would see other  editors using them.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",79977,80041
"And if it was a really good way to organize multiple open content, maybe other kinds of software that have this need to organize multiple open content, like say, browsers for instance, would use them too.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",80042,80246
"But of course they don't, because they don't make sense!",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",80247,80303
Can you imagine something people use all the time like browser using tabs? Nonsense!,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",80304,80388
I say let's play safe. Let's first wait and see if some other good editor supports this new feature so we don't waste time and effort on something that doesn't actually work.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",80391,80565
"Let's check visual studio, intellij,  eclipse,  atom,  sublime, monodevelop,  notepad++ or any other one that has a considerable user base.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",80566,80705
"Once at least _some_ of these editors support this feature for a couple years without replacing it for something else,  then there will be some indication that this is an useful feature.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",80706,80892
But let's not get ahead of ourselves.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",80895,80932
"We need to have something like an issue tracker where people can express that desire directly and maybe let other people vote, so we can really make sure we're not doing this for nothing!",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",80933,81120
We can only take action if it becomes one of the most requested features in the repository.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",81121,81212
"Then we will know that it's not only a trend, but people found it useful for their daily work and want that feature here too.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",81213,81338
"But until that day, let's wait patiently.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",81341,81382
Text editors are brand new thing and nobody actually knows what kind of features are needed.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",81383,81475
"Ghehehe, hilarious!",issue224_allCommentsText.doc,224_non-argumentative,81593,81612
"I understand your overuse of sarcasm here, and it's great.",issue224_allCommentsText.doc,224_non-argumentative,83674,83732
The point i am trying to make is not one of whether tabs are useful or not.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",83733,83808
I like the idea of a lightwieght / minimal editor.,issue224_allCommentsText.doc,"224_warrant 10, 224_warrant 13, 224_support 10, 224_support 13",83809,83859
"This is just my opinion , I like the idea of the editor being extensible for the user based on their user preferences .",issue224_allCommentsText.doc,"224_claim 10, 224_claim 13, 224_support 10, 224_support 13",83860,83979
That is what i want vscode to be working on.,issue224_allCommentsText.doc,"224_claim 10, 224_claim 13, 224_support 10, 224_support 13",83980,84024
"Then we can move this discussion to ""Why has no developer created an extension for this yet .. oh maybe i should because i like tabs and i would like that in this , and vscode can do that so yay, now i have a text editor that is similar to my browser""",issue224_allCommentsText.doc,"224_warrant 10, 224_warrant 13, 224_support 10, 224_support 13",84025,84276
"I think they're doing a great job at making vscode extensible, but I'm firmly in the camp that considers tabs should be an out-of-the-box feature.",issue224_allCommentsText.doc,"224_claim 13, 224_against 13",84470,84616
"This notion ""Oh, you like tabs like all the other software you use? Google the problem, find recommendations explaining how to install the appropriate user-contributed extension, and you're good to go!"" doesn't fly.",issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",84617,84832
"I imagine most users just expect tabs exist, and I strongly doubt there are very many people who would think that you'd find a tab bar by installing an extension.",issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",84833,84995
I'm pretty sure that's not precedented by any other piece of software ever.,issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",84996,85071
Why would people think to do that?,issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",85072,85106
@4tron It looked to me like he was also comparing text editors to text editors.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",84390,84469
@TurkeyManHis rhetoric did start with a comparison to browsers.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",85216,85280
I think this conversation is verbose and personally i would like to see vscode being opened as an isolated shell for almost complete customization and even business based models ie. where someone could enhance the customization to a focused degree for say drupal development or wordpress developement where the editors build is based around the ecosystem of the users codebase .,issue224_allCommentsText.doc,"224_warrant 10, 224_support 10",85624,86003
That too me seems like a better problem to be solved.,issue224_allCommentsText.doc,"224_warrant 10, 224_support 10",86003,86056
"this is my personal opinion , and maybe im crap dev for not understanding how tabs are suppose to be useful.",issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",85515,85623
I just dont see any value added.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",85482,85514
"I am sorry i am against this idea, but i see no valid reason tabs,",issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",85384,85450
I do think they would have the initiative if they wanted tabs.,issue224_allCommentsText.doc,"224_warrant 10, 224_support 10",85321,85383
We are talking about developers here.,issue224_allCommentsText.doc,"224_warrant 10, 224_support 10",85283,85320
The downside to everything being an extension is you end up with weird undesired interactions between them.,issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",86175,86282
In vs code already using GitHistory on top of Smart File Reopener causes weird file closing issues.,issue224_allCommentsText.doc,"224_ground 13, 224_against 13",86283,86382
Something as basic as tabs should be out-of-box.,issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",86385,86433
"Now, as others have requested in this thread, opening groups of or creating relations between tabs is where extensions should come into the discussion.",issue224_allCommentsText.doc,"224_claim 23, 224_support 23",86434,86585
"@4tron, It was funny, but I'm dead serious on the point.",issue224_allCommentsText.doc,224_non-argumentative,86695,86751
External compiler services are something you may decide or not to support in a text editor.,issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",86754,86845
Integrated task runners are a nice to have feature.,issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",86846,86897
Tabs are not in this class.,issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",86900,86927
"Tabs are like windows, buttons and opening and saving files.",issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",86928,86988
"There is no decision to make here, just have them there and move on, people expect it.",issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",86989,87075
"This is not an advanced  custom thing that few people want to be supported by plugins, they're standard UI in _any OS everywhere_.",issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",87076,87206
"People are used to it, and there is a reason why every other possible editor didn't require a petition to add them.",issue224_allCommentsText.doc,"224_against 13, 224_warrant 13",87207,87322
**And this is why discussing if tabs are good or not is stupid.**,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",87325,87390
"VS Code is not an UX experiment, it's an attempt to have a good .NET editor for all platforms.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",87391,87485
Make this damn thing useful for 90% of the people and you will succeed.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",87486,87557
"I honestly get your point about alternatives, but you just need to understand you're a very small minority.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",87560,87667
Believing most people asking for this are just trolls that want to test microsoft is just delusional.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",87668,87769
"That point about it being a call to see if ms would change its stance on tabs , was half hearted, mainly because of the passion for tabs to be included.",issue224_allCommentsText.doc,224_non-argumentative,87879,88031
To the point where someone would not even try the editor because there were no tabs.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",88032,88116
I struggle to understand this.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",88117,88147
Lets not forget that it is still in Beta.,issue224_allCommentsText.doc,224_non-argumentative,88148,88189
So hopefully they will add tabs ( as optional please ).,issue224_allCommentsText.doc,"224_claim 5, 224_support 5",88190,88245
"@4tron I tried it many times, and I don't use vscode regularly because it doesn't seem to scale to large projects well, and missing tabs is one of the main practical reasons that seems to be true to me.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",88359,88561
"I mainly use it as a light text editor when I'm editing a small number of files, but as soon as I want to work on one of our large projects, vscode just doesn't work.",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",88562,88728
I just want to comment on this idea of adding everything with plugins though.,issue224_allCommentsText.doc,"224_against 13, 224_against 21, 224_warrant 13, 224_warrant 21",88869,88946
"That's a nice goal; having a great extension framework is important, but I think they need to be cautious about over-committing to that idea.",issue224_allCommentsText.doc,"224_against 13, 224_against 21, 224_warrant 13, 224_warrant 21",88947,89088
I **really** hope that the intent of vscode is not to be a light shell that everyone hacks features into randomly via extensions...,issue224_allCommentsText.doc,"224_against 13, 224_against 21, 224_warrant 13, 224_warrant 21",89448,89579
"there are already many other tools which fit that description, I don't find yet another one to be compelling.",issue224_allCommentsText.doc,"224_against 13, 224_against 21, 224_warrant 13, 224_warrant 21",89580,89689
"What I want from vscode is what I've always wished from VS; to be well designed from a usability perspective by professional UX designers, and to be CROSS PLATFORM.",issue224_allCommentsText.doc,224_non-argumentative,89690,89854
"I've tried every OSS alternative out there (and other proprietary tools), and they all just seem to fall short on the basic usability front (particularly when it comes to debugging experience).",issue224_allCommentsText.doc,"224_against 13, 224_against 21, 224_warrant 13, 224_warrant 21",89254,89447
"I use VS, and while it drives me nuts, I find that I'm attached to it because it has a very high level of product quality which is what I expect from an MS product.",issue224_allCommentsText.doc,"224_against 13, 224_against 21, 224_warrant 13, 224_warrant 21",89089,89253
I think those that are against tabs may be missing the point.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",89971,90032
I (we) do not want an all or nothing solution.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",90033,90079
All we are asking for is a simple option to turn on tabs (they can be hidden by default) that look and behave like those in the popular Atom editor.,issue224_allCommentsText.doc,"224_claim 5, 224_support 5",90080,90228
If you don't like them you will never even know that they exist.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",90229,90293
If you do then they can be enabled.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",90294,90329
"And for those that have never used Atom and the multi-pane + tabs experience, I suggest you try it before completely discounting the argument for them.",issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",90330,90481
"You may not like them, but you have to admit that they _are_ useful for many of us.",issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",90482,90565
If not for the excellent node.js debug capability of VS Code I would use Atom exclusively.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",90566,90656
I don't mind the working files.,issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",90657,90688
"I think they can be useful, however, they do not make a good replacement for tabs and they are not really an alternate way of doing the same thing.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",90689,90836
"It's like saying _You have a Honda Civic, why do you want a pickup truck?",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",90837,90910
"Like I said before, take tabs out of Visual Studio, Edge or any other Microsoft product for one release and see the reaction.",issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",91072,91197
It won't be pretty.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",91198,91218
We _can_ all have it both ways.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",91218,91249
We are asking for tabs to be an _optional_ not a required editor component.,issue224_allCommentsText.doc,"224_claim 5, 224_support 5",91250,91325
Can time be better spent on other editor development? Sure.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",91326,91385
Critical bug fixes and improvements that block use of the editor should **always** come first.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",91386,91480
"However, I'm sure there have been a bunch of features added that do not rise to the level of being a critical improvement or fix.",issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",91481,91610
So if time is spent on those then there should be time set aside for a feature that the vast majority on this thread are asking for.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",91611,91743
We love what VSCode has become in recent months and we are this engaged in this topic because we want it to be the best editor available.,issue224_allCommentsText.doc,224_non-argumentative,91746,91883
There is no room for negativity here.,issue224_allCommentsText.doc,224_non-argumentative,91884,91921
We are all passionate about what we want/don't want as developers.,issue224_allCommentsText.doc,224_non-argumentative,91922,91988
Nobody has a wrong opinion but opposing opinions must be honored as such and not simply discounted because you feel they are invalid.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",91989,92122
"I don't think there is a lot of ""passion for tabs"".",issue224_allCommentsText.doc,224_non-argumentative,92232,92283
"What happens is that after @bpasero stated ""[I do not think tabs are a good way to show the list of open files](https://github.com/Microsoft/vscode/issues/224#issuecomment-166318985)"" and ""[So far I have not yet heard a good reason for tabs](https://github.com/Microsoft/vscode/issues/224#issuecomment-166834286)"", people will get more vocal trying to justify the request to the main project committer.",issue224_allCommentsText.doc,224_non-argumentative,92284,92686
"give it time and get used to it!_"".",issue224_allCommentsText.doc,224_non-argumentative,93048,93083
Here are some actual issues I see by using VS Code daily for a couple months:,issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",93086,93163
-         it makes no sense to me,issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",93164,93197
-         it makes no sense to me,issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",93517,93550
"so, I constantly open files that don't appear there - and then my muscle memory finds it easier to add or remove a space in the file then scroll to the file I'm looking at again and double click it",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",93888,94085
-         I find it annoying that,issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",94086,94119
"Now, this is complicated because that's how the UI works in the editor.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",94197,94268
"But see, I know the project and I know there must be more files in the folder view.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",94269,94352
"I also know the structure of code, so I know there must be something more in the editor pane.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",94353,94446
"But with the recents list, I have no idea.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",94447,94489
"""Is it full or did I forget to open that file? Didn't I open that file 1 minute ago? Let me open that file again...""",issue224_allCommentsText.doc,"224_against 6, 224_warrant 6",94490,94606
"Now, I see that most of this would be resolved with an argument like ""_oh, but you're missing the point, it's a recently used files list, not an open files list.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 1, 224_warrant 6, 224_support 1",94609,94770
"To which I'd gladly respond: ""_This whole thing doesn't make any sense to me and is actually making me unproductive.",issue224_allCommentsText.doc,"224_against 6, 224_warrant 1, 224_warrant 6, 224_support 1",94888,95004
There is already a solution that works everywhere for decades.,issue224_allCommentsText.doc,"224_against 6, 224_warrant 1, 224_warrant 6, 224_support 1",95005,95067
"I don't want to fix something that was never a problem,",issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",95068,95123
Can we just have something familiar that works and we're all used to?,issue224_allCommentsText.doc,"224_against 6, 224_warrant 1, 224_warrant 6, 224_support 1",95192,95261
I know all of this sounds arrogant.,issue224_allCommentsText.doc,224_non-argumentative,95276,95311
But I bet this is what most people are thinking but are either too shy or too polite to say.,issue224_allCommentsText.doc,224_non-argumentative,95312,95404
Experimental UIs are great as alternatives and I'm all for having an option to switch between the two.,issue224_allCommentsText.doc,"224_claim 5, 224_support 5",95407,95509
"But this is currently a forced experiment that prevents the other option, which is the most common and expected.",issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",95510,95622
And just like the Windows 8 Start Menu there is no way this ends well.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",95623,95693
I couldn't agree more.,issue224_allCommentsText.doc,224_non-argumentative,96277,96299
"As code folding was once the most voted for feature, [so now is tabs](https://visualstudio.uservoice.com/forums/293070-visual-studio-code).",issue224_allCommentsText.doc,224_non-argumentative,96418,96557
The vscode team gave us folding.,issue224_allCommentsText.doc,224_non-argumentative,96558,96590
I'll be surprised and dissapointed if tabs never come to fruition given the great track record of the vscode team's inclusion of top user requests in light of Microsoft's refreshing participation in the open source community.,issue224_allCommentsText.doc,224_non-argumentative,96593,96818
"@ianwesterfield Exactly, it's the top requested feature with thousands of votes.",issue224_allCommentsText.doc,224_non-argumentative,96935,97015
It's going to happen.,issue224_allCommentsText.doc,224_non-argumentative,97016,97037
"This conversation is pointless and needs to move on to ""How exactly should tabs work?""",issue224_allCommentsText.doc,224_non-argumentative,97038,97124
I commented before on the existence of a near-perfect implementation of tabs: Atom.,issue224_allCommentsText.doc,"224_claim 21, 224_support 21",97241,97324
"They are easy to organize, have proper display of partial file paths if two tabs have the same file name and work extremely well in a window with multiple horizontal and/or vertical panes (which I think is another needed feature of VSCode).",issue224_allCommentsText.doc,"224_warrant 21, 224_support 21",97325,97565
"If VSCode had the same tab features as Atom, I think that would cover 99% of what everyone is asking for.",issue224_allCommentsText.doc,"224_warrant 21, 224_support 21",97566,97671
"And since Atom is also electron-based, implementation can function equally as well in VSCode.",issue224_allCommentsText.doc,"224_warrant 21, 224_support 21",97672,97765
"I'm not for a copy-cat solution of anything, however they (Atom) have done a great job implementing tabs and what they have is an excellent solution in that respect.",issue224_allCommentsText.doc,"224_warrant 21, 224_support 21",97766,97931
"@jon64digital Maybe it's just me, but I think what prevents this conversation from evolving is a sense of frustration.",issue224_allCommentsText.doc,224_non-argumentative,98050,98168
"That feels like we still have to repeatedly justify the existence of tabs, let alone their behavior.",issue224_allCommentsText.doc,224_non-argumentative,98362,98462
"At the very least, I suppose, that reference is one of three to **Eliminate Adoption Roadblockers**, but it's now March 12...",issue224_allCommentsText.doc,224_non-argumentative,98463,98588
"With that in mind, I think if they were to at least assign it to someone we could rest easy in what @waderyan said earlier and perhaps then the conversation can begin to evolve.",issue224_allCommentsText.doc,224_non-argumentative,98591,98768
**EDIT** Maybe this lack of commitment from the VS Code team is a misunderstanding - after all the March iteration plan hasn't been updated since January 7.,issue224_allCommentsText.doc,224_non-argumentative,98771,98927
"and I think the 1% of user requests that wouldn't be covered could then be addressed through extensions (e.g. opening files with relations in tabs groups, etc.).",issue224_allCommentsText.doc,"224_claim 23, 224_support 23",99070,99231
"@jayrosen1576 Does atom allow you to link files so that you can have a split view which (for example) opens toolbar.html in the first frame, toolbar.js in the second and toolbar.css in the third?",issue224_allCommentsText.doc,"224_claim 17, 224_support 17",99348,99543
This is just an example but it would be absolutely ideal.,issue224_allCommentsText.doc,"224_claim 17, 224_support 17",99546,99603
"and wasn't keen on it for a number of reasons, but the tab thing sounds superb.",issue224_allCommentsText.doc,"224_warrant 17, 224_support 17",99667,99746
but this is the extension use-case I was referring to in my last post.,issue224_allCommentsText.doc,"224_claim 23, 224_support 23",99996,100066
Personally I could see this being an annoyance.,issue224_allCommentsText.doc,"224_against 17, 224_warrant 17",100153,100200
I would probably end up going insane if the view opened every time I opened the JS.,issue224_allCommentsText.doc,"224_against 17, 224_warrant 17",100292,100375
"But then again, that's the beauty of an extension - if I don't like it I can turn it off.",issue224_allCommentsText.doc,"224_warrant 23, 224_support 23",100378,100467
"When working on feature requests like this one that have a very strong impact on UX, we typically first spend quite some time in UX meetings to discuss how the actual implementation should look like.",issue224_allCommentsText.doc,224_non-argumentative,100579,100778
We had **Improved document management** on our agenda for quite some time but other things on our GA list simply had higher priority (Accessibility for example).,issue224_allCommentsText.doc,224_non-argumentative,100779,100940
We will pick this item up after our GA release end of month and start the discussion around how document management should work in the future.,issue224_allCommentsText.doc,224_non-argumentative,100943,101085
We do see some flaws with the current way how things work and know that we need to improve it.,issue224_allCommentsText.doc,224_non-argumentative,101086,101180
"We think that even without tabs, there is some things that are simply not very intuitive in the way how the UX behaves today (Close Editor vs. Close File, the fact that side editors are behaving different compared to other editors, working files and quick open, etc.).",issue224_allCommentsText.doc,224_non-argumentative,101181,101449
"While the concept of tabs is well understood, we do not think that we could simply add tabs on top of our existing document management without revisiting our concepts there.",issue224_allCommentsText.doc,224_non-argumentative,101452,101625
I do think we will have quite some discussions about how document management should work in the future and I think we are up for overhauling the concepts as we see it necessary.,issue224_allCommentsText.doc,224_non-argumentative,101628,101805
"@bpasero after reviewing the code for another issue, I don't understand why it isn't possible to just add tabs or what concepts you would have to change by doing so.",issue224_allCommentsText.doc,224_non-argumentative,101924,102089
"It might go a long way if you could enlighten us, or is this a reference to the line of thinking in your original posts?",issue224_allCommentsText.doc,224_non-argumentative,102090,102210
@bpasero It was nice if you elaborated more on what is discussed and what are some of the approaches you see as possible solutions to the problems we posted.,issue224_allCommentsText.doc,224_non-argumentative,102321,102478
"P.S. I'm not sure whether it's possible with VSCode but some teams like Roslyn, TypeScript and few more share their design notes, it gives a lot of context to how they work and what's coming next, it also opens the community to new discussions, is something like this possible?",issue224_allCommentsText.doc,224_non-argumentative,102481,102758
"@bpasero would the team seriously consider community attempts to add tabs. I don't mind trying, but I don't think anyone wants to waste their time if any effort would be blocked",issue224_allCommentsText.doc,224_non-argumentative,102877,103054
I think your team is in vapor lock having made this molehill into the mountain.,issue224_allCommentsText.doc,224_non-argumentative,103057,103136
"Meaning: Tabs are constituent to, not synonymous with, the broader concept of document management.",issue224_allCommentsText.doc,224_non-argumentative,103139,103237
There are other issues already filed dealing with other areas of vscode's document management.,issue224_allCommentsText.doc,224_non-argumentative,103238,103332
"We already discuss our UX ideas via issues in the open (see https://github.com/Microsoft/vscode/issues?q=is%3Aopen+is%3Aissue+label%3Aux), I would assume we would do the same for document management and tabs.",issue224_allCommentsText.doc,224_non-argumentative,103444,103652
I also think we would not want these improvements to be done via extensions but rather have them as a core concept in the VS Code workbench.,issue224_allCommentsText.doc,224_non-argumentative,103655,103795
Once we start the UX discussion in the team we would like to involve the community too and we would then also discuss flaws we see in our current design and what we plan to improve.,issue224_allCommentsText.doc,224_non-argumentative,103798,103979
"@bpasero thank you so much, that's all I wanted to know. :)",issue224_allCommentsText.doc,224_non-argumentative,104090,104149
@bpasero Awesome.,issue224_allCommentsText.doc,224_non-argumentative,104266,104283
I know you guys are putting a huge effort into the product and we all really do appreciate it.,issue224_allCommentsText.doc,224_non-argumentative,104284,104378
I think many of us just feel some frustration with the lack of tabs in the UI since we rely on them heavily and completely changing the way we work is not really an option.,issue224_allCommentsText.doc,"224_warrant 1, 224_support 1",104379,104551
We want this to be the best editor out there and it's really close to accomplishing that.,issue224_allCommentsText.doc,224_non-argumentative,104552,104641
