Text Content,Document,Codes,Start position,End position,time_pre,author_pre,time_cur,author_cur,time_next,author_next,author_association
Clicking a tab that is currently in overflow will bring that tab into view.,issue224_allCommentsText.doc,224_non-argumentative,206602,206677,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
### Navigating tabs,issue224_allCommentsText.doc,224_non-argumentative,206680,206699,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
The following commands allow users to navigate amongst tabs:,issue224_allCommentsText.doc,224_non-argumentative,206702,206762,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
-         Ctrl-Tab shows a list of all tabs inside the active tab group:![image3](https://cloud.githubusercontent.com/assets/1704059/14717339/e70a02ca-07e8-11e6-95c4-125b6da3c87a.png),issue224_allCommentsText.doc,224_non-argumentative,206763,206947,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
-         Ctrl Alt Tab shows a list of all tabs inside all tab groups![image4](https://cloud.githubusercontent.com/assets/1704059/14717356/0c0f134e-07e9-11e6-8d55-fddf7689de10.png),issue224_allCommentsText.doc,224_non-argumentative,206948,207129,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
-         Quick open shows the linear history of all tabs![image5](https://cloud.githubusercontent.com/assets/1704059/14717401/3c43f1ba-07e9-11e6-856a-32260e01cfcf.png),issue224_allCommentsText.doc,224_non-argumentative,207130,207299,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
### Working files,issue224_allCommentsText.doc,224_non-argumentative,207302,207319,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
We renamed working files to open editors to better reflect what this really is.,issue224_allCommentsText.doc,224_non-argumentative,207322,207401,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
The list of open editors works identically to tabs. We just list them in the explorer rather than visualising them as tabs.,issue224_allCommentsText.doc,224_non-argumentative,207404,207527,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
If a file is open in two or more editor groups we show this in the open editors list:![image6](https://cloud.githubusercontent.com/assets/1704059/14717499/bd28dc8c-07e9-11e6-9d0d-32b4b4b65ec4.png),issue224_allCommentsText.doc,224_non-argumentative,207530,207727,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
Any editor that the user opens shows up in the open editors list.,issue224_allCommentsText.doc,224_non-argumentative,207730,207795,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
"So for example, the diff editor shows up like so:![image7](https://cloud.githubusercontent.com/assets/1704059/14717539/f1386f4c-07e9-11e6-896f-ef76e4f0e559.png)",issue224_allCommentsText.doc,224_non-argumentative,207796,207957,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
Each group only contains one preview tab.,issue224_allCommentsText.doc,224_non-argumentative,207960,208001,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
The chevron at the top right of the active editor group indicates whether or not there is a stack of editors.,issue224_allCommentsText.doc,224_non-argumentative,208004,208113,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
![image8](https://cloud.githubusercontent.com/assets/1704059/14717662/62bbb5d4-07ea-11e6-876c-1901a72e1441.png),issue224_allCommentsText.doc,224_non-argumentative,208114,208225,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
"In this case, closing an editor will reveal the editor below it in the stack, rather than closing the editor completely.",issue224_allCommentsText.doc,224_non-argumentative,208228,208348,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
Closing an editor (for example with Ctrl-W) also removes the editor from the list of open editors.,issue224_allCommentsText.doc,224_non-argumentative,208351,208449,2016-04-21T16:57:50Z,eyalsk,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,MEMBER
"As I wrote before I'd also want to know whether there's an option to have no tabs or open editors at all, this can be useful scenario for people that do scripting e.g. PowerShell.",issue224_allCommentsText.doc,224_non-argumentative,208819,208998,2016-04-21T16:58:18Z,stevencl,2016-04-21T17:09:24Z,eyalsk,2016-04-21T17:17:48Z,anyong,NONE
@eyalsk it was mentioned in the discussion that tabs and open editors should be independently enabled or disabled for either/both/none.,issue224_allCommentsText.doc,224_non-argumentative,209109,209244,2016-04-21T17:09:24Z,eyalsk,2016-04-21T17:17:48Z,anyong,2016-04-21T17:29:43Z,eyalsk,NONE
@anyong thanks! :),issue224_allCommentsText.doc,224_non-argumentative,209355,209373,2016-04-21T17:17:48Z,anyong,2016-04-21T17:29:43Z,eyalsk,2016-04-21T20:02:00Z,csholmq,NONE
"Finally! Tabs or not, this is the behaviour I've been waiting for!",issue224_allCommentsText.doc,224_non-argumentative,209552,209618,2016-04-21T17:29:43Z,eyalsk,2016-04-21T20:02:00Z,csholmq,2016-04-21T20:57:58Z,eyalsk,NONE
No more getting lost in my file history.,issue224_allCommentsText.doc,224_non-argumentative,209619,209659,2016-04-21T17:29:43Z,eyalsk,2016-04-21T20:02:00Z,csholmq,2016-04-21T20:57:58Z,eyalsk,NONE
Great!,issue224_allCommentsText.doc,224_non-argumentative,209765,209771,2016-04-21T17:29:43Z,eyalsk,2016-04-21T20:02:00Z,csholmq,2016-04-21T20:57:58Z,eyalsk,NONE
Now I'll just wait for https://github.com/Microsoft/vscode/issues/5554 to close.,issue224_allCommentsText.doc,224_non-argumentative,209864,209944,2016-04-21T17:29:43Z,eyalsk,2016-04-21T20:02:00Z,csholmq,2016-04-21T20:57:58Z,eyalsk,NONE
This will hopefully feel more intuitive and help clean up the clutter in _Working files_.,issue224_allCommentsText.doc,224_non-argumentative,209772,209861,2016-04-21T17:29:43Z,eyalsk,2016-04-21T20:02:00Z,csholmq,2016-04-21T20:57:58Z,eyalsk,NONE
"Hmm I don't know whether this was considered but I thought about it just now, multiple monitors suppot!",issue224_allCommentsText.doc,"224_warrant 2, 224_support 2",210055,210158,2016-04-21T20:02:00Z,csholmq,2016-04-21T20:57:58Z,eyalsk,2016-04-21T21:16:29Z,stephenmartindale,NONE
"I'd imagine it's possible to achieve this by creating a new VSCode process and drag tabs between processes through inter-process communication, the same goes for open editors, just an idea, :)",issue224_allCommentsText.doc,"224_warrant 2, 224_support 2",210291,210483,2016-04-21T20:02:00Z,csholmq,2016-04-21T20:57:58Z,eyalsk,2016-04-21T21:16:29Z,stephenmartindale,NONE
"Please, please, please can you make ""preview tabs"" optional - i.e. have an option to make anything auto-promote to a permanent tab and never have stuff disappearing.",issue224_allCommentsText.doc,"224_claim 33, 224_support 33",210605,210770,2016-04-21T20:57:58Z,eyalsk,2016-04-21T21:16:29Z,stephenmartindale,2016-04-21T21:24:10Z,stevencl,NONE
"I know you're discussing ways to visually distinguish tabs that are temporary but, frankly, that won't work for people like me who navigate between files so quickly (particularly with Go-To-Definition et al.) that there's no time to visually inspect the tab to divine how it might behave,",issue224_allCommentsText.doc,"224_warrant 33, 224_support 33",210771,211059,2016-04-21T20:57:58Z,eyalsk,2016-04-21T21:16:29Z,stephenmartindale,2016-04-21T21:24:10Z,stevencl,NONE
I typically bury myself in open tabs until I have finished a unit of work and then close them all at the same time that I go to commit.,issue224_allCommentsText.doc,"224_ground 33, 224_support 33",211261,211396,2016-04-21T20:57:58Z,eyalsk,2016-04-21T21:16:29Z,stephenmartindale,2016-04-21T21:24:10Z,stevencl,NONE
"Thanks @eyalsk, yes we did consider it.",issue224_allCommentsText.doc,224_non-argumentative,211509,211548,2016-04-21T21:16:29Z,stephenmartindale,2016-04-21T21:24:10Z,stevencl,2016-04-21T21:43:55Z,Tyriar,MEMBER
Ultimately we would like to be able to support this but the work required to share context between multiple processes is quite significant and so it is unlikely to happen while we work on the rest of the document management UX.,issue224_allCommentsText.doc,224_non-argumentative,211549,211776,2016-04-21T21:16:29Z,stephenmartindale,2016-04-21T21:24:10Z,stevencl,2016-04-21T21:43:55Z,Tyriar,MEMBER
It's definitely something we want to do though.,issue224_allCommentsText.doc,224_non-argumentative,211777,211824,2016-04-21T21:16:29Z,stephenmartindale,2016-04-21T21:24:10Z,stevencl,2016-04-21T21:43:55Z,Tyriar,MEMBER
@stevencl I'd be happy if dragging just opened a new vscode window with that file open (maybe with the same folder open too).,issue224_allCommentsText.doc,"224_claim 2, 224_support 2",211935,212060,2016-04-21T21:24:10Z,stevencl,2016-04-21T21:43:55Z,Tyriar,2016-04-21T21:58:01Z,stevencl,MEMBER
"Thanks @Tyriar, we will keep looking into this.",issue224_allCommentsText.doc,224_non-argumentative,212173,212220,2016-04-21T21:43:55Z,Tyriar,2016-04-21T21:58:01Z,stevencl,2016-04-21T22:24:23Z,eyalsk,MEMBER
"If there is a way we can make it work well, we'd love to be able to do it.",issue224_allCommentsText.doc,224_non-argumentative,212221,212295,2016-04-21T21:43:55Z,Tyriar,2016-04-21T21:58:01Z,stevencl,2016-04-21T22:24:23Z,eyalsk,MEMBER
@stevencl I'm just worried that it will require even more work to add it in the future so _when_ you improve the infrastructure make sure to keep it in your backlogs! ;),issue224_allCommentsText.doc,224_non-argumentative,212406,212575,2016-04-21T21:58:01Z,stevencl,2016-04-21T22:24:23Z,eyalsk,2016-04-22T01:10:34Z,shuson,NONE
Great to see this.,issue224_allCommentsText.doc,224_non-argumentative,212812,212830,2016-04-22T01:10:34Z,shuson,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,NONE
Love the lightweight proposal and that you are finding a way to not break the working files experience.,issue224_allCommentsText.doc,"224_warrant 5, 224_support 5",212831,212934,2016-04-22T01:10:34Z,shuson,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,NONE
tabs please,issue224_allCommentsText.doc,"224_claim 1, 224_support 1",212686,212697,2016-04-21T22:24:23Z,eyalsk,2016-04-22T01:10:34Z,shuson,2016-04-22T01:36:49Z,glennblock,NONE
Looking forward to giving it a spin.,issue224_allCommentsText.doc,224_non-argumentative,212937,212973,2016-04-22T01:10:34Z,shuson,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,NONE
Thanks for listening.,issue224_allCommentsText.doc,224_non-argumentative,212974,212995,2016-04-22T01:10:34Z,shuson,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,NONE
@stevencl That seems like the best of both worlds.,issue224_allCommentsText.doc,224_non-argumentative,213108,213158,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,2016-04-22T22:30:54Z,stevencl,NONE
Looks wonderful!,issue224_allCommentsText.doc,224_non-argumentative,213159,213175,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,2016-04-22T22:30:54Z,stevencl,NONE
"The tabs appear as I would have expected them to in order to fit in with the rest of the UI, and it sounds like I'd be getting exactly what I want with the Working Files changes :)",issue224_allCommentsText.doc,224_non-argumentative,213176,213356,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,2016-04-22T22:30:54Z,stevencl,NONE
Will Open Editors support more than 2 editor groups?,issue224_allCommentsText.doc,224_non-argumentative,213359,213411,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,2016-04-22T22:30:54Z,stevencl,NONE
Just wondering how you name them if it's more complicated than Left and Right.,issue224_allCommentsText.doc,224_non-argumentative,213412,213490,2016-04-22T01:36:49Z,glennblock,2016-04-22T04:50:53Z,RyanEwen,2016-04-22T22:30:54Z,stevencl,NONE
"Yes, this would still be supported.",issue224_allCommentsText.doc,224_non-argumentative,213603,213638,2016-04-22T04:50:53Z,RyanEwen,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,MEMBER
@stevencl I think what you outlined from the discussion a few days ago is great.,issue224_allCommentsText.doc,224_non-argumentative,214335,214415,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
This is exactly what we all have been waiting for regarding tabs.,issue224_allCommentsText.doc,224_non-argumentative,214416,214481,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
"@jayrosen1576 horizontal splitting is captured in this issue https://github.com/Microsoft/vscode/issues/1749, be sure to :+1: to show your interest.",issue224_allCommentsText.doc,224_non-argumentative,215435,215583,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,2016-04-27T08:19:07Z,rjmacarthy,MEMBER
A few of the other editors I have use also implement horizontal as well as vertical panel configurations.,issue224_allCommentsText.doc,"224_ground 34, 224_support 34",214482,214587,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
This allows you to have two files opened side by side at the top and one or two opened below them.,issue224_allCommentsText.doc,"224_warrant 34, 224_support 34",214588,214686,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
"While this is a not a critical feature, I do find myself missing this quite often while developing front end web apps & mobile apps.",issue224_allCommentsText.doc,"224_warrant 34, 224_support 34",214687,214819,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
"The reason is most of what I work on is MVC or derivations thereof so having a model, view, controller and some UI file (css, Js, etc) open at the same time is a huge benefit.",issue224_allCommentsText.doc,"224_warrant 34, 224_support 34",214820,214995,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
Are there plans to include this as well?,issue224_allCommentsText.doc,"224_claim 34, 224_support 34",214996,215036,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
Atom does this really well which was the last editor I used before VSCode.,issue224_allCommentsText.doc,"224_warrant 34, 224_support 34",215037,215111,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
"Unfortunately it severely lacked in other areas that VSCode excels at, hence my sole use of VSCode.",issue224_allCommentsText.doc,"224_warrant 34, 224_support 34",215112,215211,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
"If not in the planned release with tabs & document management changes, this would be a great future enhancement.",issue224_allCommentsText.doc,"224_warrant 34, 224_support 34",215212,215324,2016-04-22T22:30:54Z,stevencl,2016-04-23T14:31:43Z,jayrosen1576,2016-04-23T19:49:36Z,Tyriar,NONE
Good work guys the wire frames look like they would work really well.,issue224_allCommentsText.doc,224_non-argumentative,215698,215767,2016-04-23T19:49:36Z,Tyriar,2016-04-27T08:19:07Z,rjmacarthy,2016-04-28T11:56:33Z,hsyn,NONE
Thanks for the great work and here is my 2 cents about the close button to the left.,issue224_allCommentsText.doc,224_non-argumentative,215890,215974,2016-04-27T08:19:07Z,rjmacarthy,2016-04-28T11:56:33Z,hsyn,2016-04-28T12:42:31Z,TurkeyMan,NONE
"When there are many files open and the tabs are getting shrinked, the small space for each tab will only be enough to show the close button which will make it easier to accidentally close the tab instead of selecting it.",issue224_allCommentsText.doc,"224_warrant 35, 224_support 35",215975,216195,2016-04-27T08:19:07Z,rjmacarthy,2016-04-28T11:56:33Z,hsyn,2016-04-28T12:42:31Z,TurkeyMan,NONE
@stevencl Mock-ups look great and description of functionality sounds spot-on.,issue224_allCommentsText.doc,224_non-argumentative,216521,216599,2016-04-28T11:56:33Z,hsyn,2016-04-28T12:42:31Z,TurkeyMan,2016-04-28T13:44:37Z,anyong,NONE
"I'm sure you've experimented with this calibration however, so I look forward to trying it out!",issue224_allCommentsText.doc,224_non-argumentative,216872,216967,2016-04-28T11:56:33Z,hsyn,2016-04-28T12:42:31Z,TurkeyMan,2016-04-28T13:44:37Z,anyong,NONE
"@hsyn it was my understanding that the tabs will not shrink, and overflow tabs will be available from the chevron overflow button.",issue224_allCommentsText.doc,"224_against 35, 224_warrant 35",217078,217208,2016-04-28T12:42:31Z,TurkeyMan,2016-04-28T13:44:37Z,anyong,2016-04-28T15:34:37Z,alexgorbatchev,NONE
The close button shouldnt be an issue.,issue224_allCommentsText.doc,"224_claim 35, 224_against 35",217209,217247,2016-04-28T12:42:31Z,TurkeyMan,2016-04-28T13:44:37Z,anyong,2016-04-28T15:34:37Z,alexgorbatchev,NONE
I don't agree with that.,issue224_allCommentsText.doc,224_non-argumentative,217589,217613,2016-04-28T13:44:37Z,anyong,2016-04-28T15:34:37Z,alexgorbatchev,2016-04-28T15:43:24Z,kfranqueiro,NONE
"If the screen is split into 2-3 columns, you will then be showing 1-2 tabs at most and overflowing the rest.",issue224_allCommentsText.doc,"224_against 37, 224_warrant 37",217614,217722,2016-04-28T13:44:37Z,anyong,2016-04-28T15:34:37Z,alexgorbatchev,2016-04-28T15:43:24Z,kfranqueiro,NONE
we use them every day and it's intuitive and we are used to it.,issue224_allCommentsText.doc,"224_against 37, 224_warrant 37",217759,217822,2016-04-28T13:44:37Z,anyong,2016-04-28T15:34:37Z,alexgorbatchev,2016-04-28T15:43:24Z,kfranqueiro,NONE
"I encourage you to use established patterns, some of them have been evolving for over a decade now.",issue224_allCommentsText.doc,"224_against 37, 224_warrant 37",217823,217922,2016-04-28T13:44:37Z,anyong,2016-04-28T15:34:37Z,alexgorbatchev,2016-04-28T15:43:24Z,kfranqueiro,NONE
Don't go against the grain.,issue224_allCommentsText.doc,"224_against 37, 224_warrant 37",217923,217950,2016-04-28T13:44:37Z,anyong,2016-04-28T15:34:37Z,alexgorbatchev,2016-04-28T15:43:24Z,kfranqueiro,NONE
Some browsers do a combination of shrinking tabs but then overflowing them beyond a certain threshold.,issue224_allCommentsText.doc,"224_ground 37, 224_support 37",218432,218534,2016-04-28T15:34:37Z,alexgorbatchev,2016-04-28T15:43:24Z,kfranqueiro,2016-04-28T15:46:03Z,anyong,NONE
Firefox does it; pretty sure iOS Safari does (or did) it too.,issue224_allCommentsText.doc,"224_ground 37, 224_support 37",218536,218597,2016-04-28T15:34:37Z,alexgorbatchev,2016-04-28T15:43:24Z,kfranqueiro,2016-04-28T15:46:03Z,anyong,NONE
"When enough tabs are open that you can barely see a few letters in each one (though in practice I normally don't have that many open), it's not particularly more usable than overflow would be.",issue224_allCommentsText.doc,"224_warrant 37, 224_support 37",218600,218792,2016-04-28T15:34:37Z,alexgorbatchev,2016-04-28T15:43:24Z,kfranqueiro,2016-04-28T15:46:03Z,anyong,NONE
"@alexgorbatchev I definitely get where you're coming from, but this was something they explained in the conference call the other day - from the other perspective, having a ton of opened tabs and not being able to read the names of any of them is not a good solution either.",issue224_allCommentsText.doc,"224_warrant 37, 224_support 37",218903,219177,2016-04-28T15:43:24Z,kfranqueiro,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,NONE
"The ""overflow"" is sort of a compromise between no tabs at all and standard ""Chrome style"" tabs that shrink into oblivion.",issue224_allCommentsText.doc,"224_warrant 37, 224_support 37",219178,219299,2016-04-28T15:43:24Z,kfranqueiro,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,NONE
Forcing the tabs to at least display the filenames means that the visible tabs will at least be useful.,issue224_allCommentsText.doc,"224_warrant 37, 224_support 37",219300,219403,2016-04-28T15:43:24Z,kfranqueiro,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,NONE
"But you did give me an idea though for the devs - I think the real issue here is that, while we know we cant use 20 tabs when all the filenames are hidden, at least we _know_ that there are 20 tabs open and it provides us a certain feeling of ""I know where my files are if I need them, they didn't just disappear.""",issue224_allCommentsText.doc,"224_warrant 38, 224_support 38",219406,219720,2016-04-28T15:43:24Z,kfranqueiro,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,NONE
"All it would take to fix that is an indicator showing the _number_ of currently hidden tabs, the indicator could just be a little circle above the overflow chevron so as not to take up any extra horizontal space.",issue224_allCommentsText.doc,"224_claim 38, 224_support 38",219721,219933,2016-04-28T15:43:24Z,kfranqueiro,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,NONE
Thanks everyone.,issue224_allCommentsText.doc,224_non-argumentative,220046,220062,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,MEMBER
"We didn't show it in the mockups but our intention is that when required,",issue224_allCommentsText.doc,224_non-argumentative,220063,220136,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,MEMBER
"For the reasons @anyong mentions, we don't think we want to shrink to the point where filenames aren't distinguishable from one another.",issue224_allCommentsText.doc,"224_warrant 39, 224_support 39",220229,220365,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,MEMBER
"We think that it is probably more common for multiple tabs in a code editor to have similar names than it is for browser tabs to have similar names (e.g., there could be many filenames with the same prefix).",issue224_allCommentsText.doc,"224_warrant 39, 224_support 39",220366,220573,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,MEMBER
Thus we think that shrinking tabs in a code editor has different consequences than in a browser.,issue224_allCommentsText.doc,"224_warrant 39, 224_support 39",220574,220670,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,MEMBER
We intend to show when tabs are in the overflow control with the double chevron but placing a badge with the number of overflowing tabs is an interesting idea too.,issue224_allCommentsText.doc,224_non-argumentative,220673,220836,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,MEMBER
Is the intent that the number simply indicates that there are overflow tabs or is the actual number of overflow tabs important?,issue224_allCommentsText.doc,224_non-argumentative,220837,220964,2016-04-28T15:46:03Z,anyong,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,MEMBER
Thanks for clearing it up @stevencl.,issue224_allCommentsText.doc,224_non-argumentative,221083,221119,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,2016-04-28T16:32:49Z,indiejames,NONE
"One edge case to keep in mind with file names in tabs is multiple files with the same name opened from different folders (index.js, README, LICENSE, package.json, etc).",issue224_allCommentsText.doc,224_non-argumentative,221122,221290,2016-04-28T16:15:36Z,stevencl,2016-04-28T16:31:10Z,alexgorbatchev,2016-04-28T16:32:49Z,indiejames,NONE
Thanks @alexgorbatchev.,issue224_allCommentsText.doc,224_non-argumentative,223132,223155,2016-04-28T16:32:49Z,indiejames,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,MEMBER
We have a few ideas for how to show the path to a file to be able to disambiguate in these cases.,issue224_allCommentsText.doc,224_non-argumentative,223156,223253,2016-04-28T16:32:49Z,indiejames,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,MEMBER
In the high fidelity mockup shown above for example we show the path to the file underneath the file name.,issue224_allCommentsText.doc,224_non-argumentative,223254,223360,2016-04-28T16:32:49Z,indiejames,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,MEMBER
This is just one idea though and might not work when the path is long.,issue224_allCommentsText.doc,224_non-argumentative,223361,223431,2016-04-28T16:32:49Z,indiejames,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,MEMBER
Another would be to put the path in the status bar. Lots of things to explore...,issue224_allCommentsText.doc,224_non-argumentative,223432,223512,2016-04-28T16:32:49Z,indiejames,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,MEMBER
I would think showing the actual number of tabs open (but hidden from view) would solve the problem.,issue224_allCommentsText.doc,"224_claim 40, 224_support 40",223767,223867,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,2016-04-29T06:28:45Z,maxcalvin,NONE
"Essentially, people are used to seeing this (well, speaking for myself at least):",issue224_allCommentsText.doc,"224_warrant 40, 224_support 40",223868,223949,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,2016-04-29T06:28:45Z,maxcalvin,NONE
![image](https://cloud.githubusercontent.com/assets/6260469/14895571/e558100c-0dab-11e6-8981-53cc0b9a3094.png),issue224_allCommentsText.doc,"224_warrant 40, 224_support 40",223952,224062,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,2016-04-29T06:28:45Z,maxcalvin,NONE
"so they intuitively have some idea of ""I've got a lot of tabs open"" vs. ""I've got 2 or 3 tabs open""",issue224_allCommentsText.doc,"224_warrant 40, 224_support 40",224065,224164,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,2016-04-29T06:28:45Z,maxcalvin,NONE
"A badge showing ""20"" is a lot smaller (no extra real estate, essentially) than showing 20 tiny/useless shrunken tabs, but it still allows me to know immediately that (a) the hidden tabs are there and (b) exactly how many there are.",issue224_allCommentsText.doc,"224_warrant 40, 224_support 40",224167,224398,2016-04-28T16:34:34Z,stevencl,2016-04-28T17:46:56Z,anyong,2016-04-29T06:28:45Z,maxcalvin,NONE
I'm only new to this thread but my 2p as a full VS2015 user:,issue224_allCommentsText.doc,224_non-argumentative,224512,224572,2016-04-28T17:46:56Z,anyong,2016-04-29T06:28:45Z,maxcalvin,2016-04-29T20:41:18Z,JoshClose,NONE
"Big fan of preview tab, glad to see it coming in.",issue224_allCommentsText.doc,224_non-argumentative,224749,224798,2016-04-28T17:46:56Z,anyong,2016-04-29T06:28:45Z,maxcalvin,2016-04-29T20:41:18Z,JoshClose,NONE
"Loving what you all are doing on vscode, it's looking amazing âº",issue224_allCommentsText.doc,224_non-argumentative,226645,226710,2016-04-28T17:46:56Z,anyong,2016-04-29T06:28:45Z,maxcalvin,2016-04-29T20:41:18Z,JoshClose,NONE
I don't feel like I need tabs anymore.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",226891,226929,2016-04-29T06:28:45Z,maxcalvin,2016-04-29T20:41:18Z,JoshClose,2016-04-29T20:50:27Z,that70schris,NONE
In VS having a bunch of tabs open is really annoying.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",226930,226983,2016-04-29T06:28:45Z,maxcalvin,2016-04-29T20:41:18Z,JoshClose,2016-04-29T20:50:27Z,that70schris,NONE
I hate it when there are too many and get moved into the little dropdown of hidden tabs.,issue224_allCommentsText.doc,"224_against 1, 224_warrant 1",226984,227072,2016-04-29T06:28:45Z,maxcalvin,2016-04-29T20:41:18Z,JoshClose,2016-04-29T20:50:27Z,that70schris,NONE
